"soil";"prof_super";"prof_infer";"bd";"oc";"ph";"clay";"silt";"sand";"crs_name";"crs_code";"X";"Y"
"KellerJC01";10;20;NA;0,37;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707207,012;1665777,388
"KellerJC01";0;10;NA;0,44;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707207,012;1665777,388
"KellerJC02";10;20;NA;0,6;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707699,799;1665939,446
"KellerJC02";0;10;NA;0,76;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707699,799;1665939,446
"KellerJC03";10;20;NA;0,51;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708317,823;1664694,909
"KellerJC03";0;10;NA;1,2;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708317,823;1664694,909
"KellerJC04";0;10;NA;0,99;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708935,52;1665360,391
"KellerJC05";10;20;NA;0,95;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709509,138;1665708,583
"KellerJC05";0;10;NA;1,35;NA;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709509,138;1665708,583
"KellerLR01";0;5;NA;3,5;8,4;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709993,429;1666297,287
"KellerLR02";0;5;NA;3,2;7,6;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709842,859;1666335,062
"KellerLR03";0;5;NA;1,8;6,5;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709565,651;1666164,602
"KellerLR04";0;5;NA;1,8;6,5;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708484,515;1665148,04
"KellerLR05";0;5;NA;3,5;6,8;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708636,427;1665598,633
"KellerLR06";0;5;NA;2,8;8;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707923,637;1665929,356
"KellerLR07";0;5;NA;15,2;7,8;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709730,161;1666053,946
"KellerLR08";0;5;NA;2,9;6,1;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709788,8;1666222,16
"KellerLR09";0;5;NA;8;5,5;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708493,566;1665429,352
"KellerLR10";0;5;NA;3,4;5,2;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2708436,451;1664976,254
"KellerLR11";0;5;NA;2,8;6;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2709110,567;1665568,019
"KellerLR12";0;5;NA;2,6;6,1;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2707632,629;1664840,272
"KGArctowski01";0;10;NA;0,1;6,6;14;17;69;"south pole stereographic";"ESRI:102021";-2702241,193;1656921,038
"KGArctowski01";10;20;NA;0,1;7;16;33;51;"south pole stereographic";"ESRI:102021";-2702241,193;1656921,038
"KGArctowski02";0;10;NA;1,7;5,78;11;14;75;"south pole stereographic";"ESRI:102021";-2701944,045;1657078,059
"KGArctowski03";40;50;NA;0,4;4,24;7;18;75;"south pole stereographic";"ESRI:102021";-2701300,361;1657515,636
"KGArctowski03";20;30;NA;0,5;4,14;8;22;70;"south pole stereographic";"ESRI:102021";-2701300,361;1657515,636
"KGArctowski03";30;40;NA;0,5;4,11;9;18;73;"south pole stereographic";"ESRI:102021";-2701300,361;1657515,636
"KGArctowski03";10;20;NA;1;4,15;12;20;68;"south pole stereographic";"ESRI:102021";-2701300,361;1657515,636
"KGArctowski03";0;10;NA;2,2;NA;11;17;72;"south pole stereographic";"ESRI:102021";-2701300,361;1657515,636
"KGArctowski04";10;20;NA;0,8;4,25;5;3;92;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";60;70;NA;1,3;3,88;7,75;9,75;82,5;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";40;50;NA;1,3;3,92;6;6;88;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";30;40;NA;1,4;3,9;11;12;77;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";50;60;NA;1,4;3,95;7;13;80;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";20;30;NA;1,4;3,94;7;8;85;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski04";0;10;NA;1,5;4,64;6;3;91;"south pole stereographic";"ESRI:102021";-2701358,324;1657453,216
"KGArctowski05";40;60;NA;1,2;4,08;16;16;68;"south pole stereographic";"ESRI:102021";-2701224,092;1657653,428
"KGArctowski05";20;30;NA;1,3;4,5;12;13;75;"south pole stereographic";"ESRI:102021";-2701224,092;1657653,428
"KGArctowski05";30;40;NA;1,3;4,41;12;16;72;"south pole stereographic";"ESRI:102021";-2701224,092;1657653,428
"KGArctowski05";10;20;NA;2;4,6;12;15;73;"south pole stereographic";"ESRI:102021";-2701224,092;1657653,428
"KGArctowski05";0;10;NA;2,4;4,63;12;14;74;"south pole stereographic";"ESRI:102021";-2701224,092;1657653,428
"KGArctowski06";40;50;NA;0,5;5,47;9;8;83;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";50;60;NA;0,6;5,24;11;13;76;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";30;40;NA;0,9;5,68;12;14;74;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";10;30;NA;2,4;5,47;15;14;71;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";0;10;NA;2,9;5,72;17;17;66;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";60;70;NA;NA;5,18;11;18;71;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski06";70;80;NA;NA;5,17;17;17;66;"south pole stereographic";"ESRI:102021";-2701585,537;1657385,015
"KGArctowski07";30;40;NA;0,7;3,79;16;28;56;"south pole stereographic";"ESRI:102021";-2701223,401;1657646,664
"KGArctowski07";20;30;NA;0,7;3,81;20;35;45;"south pole stereographic";"ESRI:102021";-2701223,401;1657646,664
"KGArctowski07";10;20;NA;2,6;4,52;16;22;62;"south pole stereographic";"ESRI:102021";-2701223,401;1657646,664
"KGArctowski08";30;40;NA;0,7;4,88;10;10;80;"south pole stereographic";"ESRI:102021";-2700870,219;1657013,204
"KGArctowski08";40;50;NA;0,8;4,88;12;9;79;"south pole stereographic";"ESRI:102021";-2700870,219;1657013,204
"KGArctowski08";20;30;NA;1,2;4,89;8;9;83;"south pole stereographic";"ESRI:102021";-2700870,219;1657013,204
"KGArctowski08";10;20;NA;1,5;4,83;10;7;83;"south pole stereographic";"ESRI:102021";-2700870,219;1657013,204
"KGArctowski08";0;10;NA;4,8;5,89;11;14;75;"south pole stereographic";"ESRI:102021";-2700870,219;1657013,204
"KGArctowski09";70;80;NA;2,1;4,21;7;12;81;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";20;30;NA;2,2;4,2;12;16;72;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";30;40;NA;2,9;4,25;9;11;80;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";50;70;NA;3,2;4,29;7;15;78;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";40;50;NA;3,3;4,3;11;13;76;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";10;20;NA;3,5;4,23;14;27;59;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski09";0;10;NA;4,4;4,34;14;20;66;"south pole stereographic";"ESRI:102021";-2701347,064;1657664,541
"KGArctowski10";20;30;NA;1,6;4,25;18;25;57;"south pole stereographic";"ESRI:102021";-2701205,175;1657864,867
"KGArctowski10";10;20;NA;2;4,35;17;20;63;"south pole stereographic";"ESRI:102021";-2701205,175;1657864,867
"KGArctowski10";0;10;NA;2,8;4,5;11;14;75;"south pole stereographic";"ESRI:102021";-2701205,175;1657864,867
"KGArctowskiCVP01";0;10;NA;4;5,72;17,61;15,63;66,76;"south pole stereographic";"ESRI:102021";-2701522,855;1657407,749
"KGArctowskiCVP02";0;10;NA;4,32;4,64;8,31;15,24;76,45;"south pole stereographic";"ESRI:102021";-2701435,474;1657668,515
"KGArctowskiFF01";0;10;NA;2,25;4;14,8;10,8;74,4;"south pole stereographic";"ESRI:102021";-2701081,496;1658007,721
"KGArctowskiFF02";0;10;NA;1,55;4,61;12,3;8,5;79,2;"south pole stereographic";"ESRI:102021";-2701140,971;1657964,185
"KGArctowskiFF03";0;10;NA;5,61;4,38;20,15;14,65;65,2;"south pole stereographic";"ESRI:102021";-2701364,872;1657830,657
"KGArctowskiFF04";0;10;NA;1,2;4,46;11,3;8,6;80,1;"south pole stereographic";"ESRI:102021";-2701364,204;1657556,04
"KGArctowskiFF05";0;10;NA;1,87;4,61;11,6;9,9;78,5;"south pole stereographic";"ESRI:102021";-2701312,06;1657446,585
"KGArctowskiFF06";0;10;NA;0,75;6,77;12,3;13,5;74,2;"south pole stereographic";"ESRI:102021";-2701804,568;1657052,988
"KGArctowskiFF07";0;10;NA;0,75;7,05;16;14,75;69,25;"south pole stereographic";"ESRI:102021";-2701794,796;1656164,77
"KGArctowskiFF08";0;10;NA;0,23;7,12;13,9;19,4;66,7;"south pole stereographic";"ESRI:102021";-2702009,289;1656095,938
"KGArctowskiFF09";0;10;NA;1,66;5,83;17,5;18,5;64;"south pole stereographic";"ESRI:102021";-2701564,016;1656151,076
"KGArctowskiFF10";0;10;NA;1,06;6,38;17,1;19,1;63,8;"south pole stereographic";"ESRI:102021";-2701921,181;1655809,149
"KGArctowskiFF11";0;10;NA;0,23;6,42;21,4;13,9;64,7;"south pole stereographic";"ESRI:102021";-2701497,671;1654891,598
"KGArctowskiK01";1;10;NA;0,1;8,3;18;32;50;"south pole stereographic";"ESRI:102021";-2701037,873;1657352,595
"KGArctowskiK01";10;20;NA;0,1;8,7;17;29;55;"south pole stereographic";"ESRI:102021";-2701037,873;1657352,595
"KGArctowskiK01";20;40;NA;0,1;8,9;19;28;52;"south pole stereographic";"ESRI:102021";-2701037,873;1657352,595
"KGArctowskiK02";0;1;NA;0,1;7,9;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2701037,873;1657352,595
"KGArctowskiK02";1;10;NA;0,1;7,7;16;29;54;"south pole stereographic";"ESRI:102021";-2701026,443;1657513,267
"KGArctowskiK02";10;20;NA;0,1;8,3;15;23;62;"south pole stereographic";"ESRI:102021";-2701026,443;1657513,267
"KGArctowskiK02";20;80;NA;0,1;8,5;16;25;60;"south pole stereographic";"ESRI:102021";-2701026,443;1657513,267
"KGArctowskiK03";0;1;NA;0,1;7,4;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2701026,443;1657513,267
"KGArctowskiK03";10;20;NA;0,1;8,1;14;27;60;"south pole stereographic";"ESRI:102021";-2701041,437;1657511,569
"KGArctowskiK03";20;40;NA;0,1;8,1;15;26;59;"south pole stereographic";"ESRI:102021";-2701041,437;1657511,569
"KGArctowskiK03";1;10;NA;0,15;7,2;14;28;58;"south pole stereographic";"ESRI:102021";-2701041,437;1657511,569
"KGArctowskiK04";0;1;NA;1,24;6,2;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2701041,437;1657511,569
"KGArctowskiK04";15;27;NA;0,1;7,3;11;27;62;"south pole stereographic";"ESRI:102021";-2701184,132;1657168,99
"KGArctowskiK04";27;60;NA;0,1;7,6;12;23;65;"south pole stereographic";"ESRI:102021";-2701184,132;1657168,99
"KGArctowskiK04";3;15;NA;1,73;5,75;8;31;62;"south pole stereographic";"ESRI:102021";-2701184,132;1657168,99
"KGArctowskiK05";0;3;NA;3,22;5,2;NA;NA;NA;"south pole stereographic";"ESRI:102021";-2701184,132;1657168,99
"KGBartonD01";75;78;NA;0,26;4,56;16;50;34;"south pole stereographic";"ESRI:102021";-2703425,839;1638847,476
"KGBartonD01";10;20;NA;0,26;6,58;13;42;45;"south pole stereographic";"ESRI:102021";-2703425,839;1638847,476
"KGBartonD01";20;75;NA;0,46;5,71;14;40;46;"south pole stereographic";"ESRI:102021";-2703425,839;1638847,476
"KGBartonD01";0;10;NA;0,52;6,19;15;35;50;"south pole stereographic";"ESRI:102021";-2703425,839;1638847,476
"KGBartonD02";67;85;NA;0,13;4,46;22;26;52;"south pole stereographic";"ESRI:102021";-2703786,315;1638628,989
"KGBartonD02";5;67;NA;0,52;4,56;38;19;43;"south pole stereographic";"ESRI:102021";-2703786,315;1638628,989
"KGBartonD02";0;5;NA;1,29;4,97;18;22;60;"south pole stereographic";"ESRI:102021";-2703786,315;1638628,989
"KGBartonD03";43;54;NA;0,13;5,52;34;36;30;"south pole stereographic";"ESRI:102021";-2704098,469;1638577,593
"KGBartonD03";14;43;NA;1,42;6,08;13;34;53;"south pole stereographic";"ESRI:102021";-2704098,469;1638577,593
"KGBartonD03";0;14;NA;1,94;5,99;18;28;54;"south pole stereographic";"ESRI:102021";-2704098,469;1638577,593
"KGBartonD04";130;165;NA;0,13;3,3;17;14;69;"south pole stereographic";"ESRI:102021";-2704286,023;1640975,067
"KGBartonD04";29;40;NA;0,13;3,99;4;3;93;"south pole stereographic";"ESRI:102021";-2704286,023;1640975,067
"KGBartonD04";94;130;NA;0,13;3,55;19;27;54;"south pole stereographic";"ESRI:102021";-2704286,023;1640975,067
"KGBartonD04";0;29;NA;0,13;4,25;13;13;74;"south pole stereographic";"ESRI:102021";-2704286,023;1640975,067
"KGBartonD04";40;94;NA;0,26;3,9;12;13;75;"south pole stereographic";"ESRI:102021";-2704286,023;1640975,067
"KGBartonD05";0;10;NA;0,26;3,21;19;18;63;"south pole stereographic";"ESRI:102021";-2704160,662;1641528,187
"KGBartonD05";10;25;NA;0,9;3,1;30;29;41;"south pole stereographic";"ESRI:102021";-2704160,662;1641528,187
"KGBartonD06";33;51;NA;0,13;4,68;18;10;72;"south pole stereographic";"ESRI:102021";-2703714,414;1641137,061
"KGBartonD06";0;7;NA;0,13;5,44;22;26;52;"south pole stereographic";"ESRI:102021";-2703714,414;1641137,061
"KGBartonD06";7;22;NA;0,26;4,1;22;22;56;"south pole stereographic";"ESRI:102021";-2703714,414;1641137,061
"KGBartonD06";22;33;NA;0,26;5,49;15;17;68;"south pole stereographic";"ESRI:102021";-2703714,414;1641137,061
"KGBartonD07";0;10;NA;0,5;5,6;11;16;73;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonD07";10;30;NA;2;6;10;34;56;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonD07";30;32;NA;2,7;3,8;9;28;63;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonD07";32;40;NA;4,8;4,1;26;44;30;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonJ01";105;220;NA;0,15;3;18,5;23,5;58;"south pole stereographic";"ESRI:102021";-2704289,843;1640980,054
"KGBartonJ01";82;105;NA;0,15;3,31;21,4;21,1;57,6;"south pole stereographic";"ESRI:102021";-2704289,843;1640980,054
"KGBartonJ01";20;30;NA;0,23;3,67;2,7;1;96,3;"south pole stereographic";"ESRI:102021";-2704289,843;1640980,054
"KGBartonJ01";0;20;NA;0,23;3,87;19,9;18;62;"south pole stereographic";"ESRI:102021";-2704289,843;1640980,054
"KGBartonJ02";40;50;NA;0,15;5,1;12,8;24,1;63,1;"south pole stereographic";"ESRI:102021";-2703897,351;1638478,312
"KGBartonJ02";30;40;NA;0,31;5,17;8,9;23,7;67,3;"south pole stereographic";"ESRI:102021";-2703897,351;1638478,312
"KGBartonJ02";0;20;NA;0,92;4,82;13,8;17,3;68,9;"south pole stereographic";"ESRI:102021";-2703897,351;1638478,312
"KGBartonJ02";20;30;NA;1,45;5,9;10,6;17,9;71,5;"south pole stereographic";"ESRI:102021";-2703897,351;1638478,312
"KGBartonJ03";0;20;NA;0,15;5,12;16,6;31,3;52,1;"south pole stereographic";"ESRI:102021";-2704283,449;1639795,293
"KGBartonJ03";20;30;NA;0,69;5,31;32,7;20,6;46,8;"south pole stereographic";"ESRI:102021";-2704283,449;1639795,293
"KGBartonPG01";20;30;NA;1,72;5,6;14;27;59;"south pole stereographic";"ESRI:102021";-2703082,182;1638697,007
"KGBartonPG01";0;20;NA;5,32;5,7;10,2;35;54,8;"south pole stereographic";"ESRI:102021";-2703082,182;1638697,007
"KGBartonS01";0;3;NA;0,4;6,74;11;4;85;"south pole stereographic";"ESRI:102021";-2702676,323;1640721,876
"KGBartonS01";3;15;NA;0,54;6,42;13;26;61;"south pole stereographic";"ESRI:102021";-2702676,323;1640721,876
"KGBartonS02";0;3;NA;0,27;7,52;16;33;51;"south pole stereographic";"ESRI:102021";-2702190,255;1640324,03
"KGBartonS02";3;40;NA;0,54;8,23;9;19;72;"south pole stereographic";"ESRI:102021";-2702190,255;1640324,03
"KGBartonS03";18;40;NA;0,78;8;13;32;55;"south pole stereographic";"ESRI:102021";-2701922,778;1640958,506
"KGBartonS03";3;18;NA;1,21;8,01;10;39;51;"south pole stereographic";"ESRI:102021";-2701922,778;1640958,506
"KGBartonS03";0;3;NA;2,02;7,86;9;19;72;"south pole stereographic";"ESRI:102021";-2701922,778;1640958,506
"KGBartonS04";0;10;NA;9,74;5,96;9;36;55;"south pole stereographic";"ESRI:102021";-2702957,703;1638600,124
"KGBartonS04";10;30;NA;10,75;6,34;12;39;49;"south pole stereographic";"ESRI:102021";-2702957,703;1638600,124
"KGBartonS05";5;40;NA;0,67;6,35;28;34;38;"south pole stereographic";"ESRI:102021";-2703080,805;1638697,122
"KGBartonS05";0;5;NA;2,02;6,1;14;26;60;"south pole stereographic";"ESRI:102021";-2703080,805;1638697,122
"KGBartonS06";20;40;NA;3,49;5,44;11;25;64;"south pole stereographic";"ESRI:102021";-2703055,245;1638625,098
"KGBartonS06";0;20;NA;3,9;5,72;14;14;72;"south pole stereographic";"ESRI:102021";-2703055,245;1638625,098
"KGBartonS07";8;50;NA;0,13;3,86;36;28;36;"south pole stereographic";"ESRI:102021";-2703058,556;1638629,756
"KGBartonS07";0;5;NA;1,61;6,67;18;30;52;"south pole stereographic";"ESRI:102021";-2703058,556;1638629,756
"KGBartonS07";5;8;NA;6,05;4,41;11;24;65;"south pole stereographic";"ESRI:102021";-2703058,556;1638629,756
"KGBartonS08";3;5;NA;8,19;5,78;16;41;43;"south pole stereographic";"ESRI:102021";-2703043,33;1638616,157
"KGBartonS08";0;3;NA;12,09;5,22;11;15;74;"south pole stereographic";"ESRI:102021";-2703043,33;1638616,157
"KGBartonS09";60;75;NA;2,28;5,13;11;7;82;"south pole stereographic";"ESRI:102021";-2701065,643;1640513,422
"KGBartonS09";35;60;NA;3,09;5,21;16;30;54;"south pole stereographic";"ESRI:102021";-2701065,643;1640513,422
"KGBartonS09";10;35;NA;10,75;5,15;16;15;69;"south pole stereographic";"ESRI:102021";-2701065,643;1640513,422
"KGBartonS09";0;10;NA;16,79;4,82;15;30;55;"south pole stereographic";"ESRI:102021";-2701065,643;1640513,422
"KGBartonS10";0;3;NA;2,35;6,41;12;20;68;"south pole stereographic";"ESRI:102021";-2701613,878;1640897,057
"KGBartonS10";3;10;NA;3,36;7,12;13;33;54;"south pole stereographic";"ESRI:102021";-2701613,878;1640897,057
"KGBartonS11";5;7;NA;3,16;5,38;18;17,5;64,5;"south pole stereographic";"ESRI:102021";-2701369,201;1640667,393
"KGBartonS11";35;45;NA;5,1;5,64;5;49;46;"south pole stereographic";"ESRI:102021";-2701369,201;1640667,393
"KGBartonS11";0;5;NA;5,64;5,02;23;19;58;"south pole stereographic";"ESRI:102021";-2701369,201;1640667,393
"KGBartonS11";20;35;NA;5,84;5,16;9;32,5;58,5;"south pole stereographic";"ESRI:102021";-2701369,201;1640667,393
"KGBartonS11";10;20;NA;6,05;5,13;13;16;71;"south pole stereographic";"ESRI:102021";-2701369,201;1640667,393
"KGBartonS12";40;60;NA;2,15;5,59;26;44;30;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonS12";10;30;NA;2,96;5,96;10;34;56;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonS12";0;10;NA;6,05;5,37;11;16;73;"south pole stereographic";"ESRI:102021";-2701236,387;1639982,039
"KGBartonS13";0;12;NA;2,62;5,09;16;24;60;"south pole stereographic";"ESRI:102021";-2701257,697;1640084,157
"KGBartonS13";12;30;NA;3,36;5,28;18;28;54;"south pole stereographic";"ESRI:102021";-2701257,697;1640084,157
"KGBartonS14";25;60;NA;1,61;5,58;7;3;90;"south pole stereographic";"ESRI:102021";-2701236,641;1640206,952
"KGBartonS14";0;25;NA;1,75;5,49;15;26;59;"south pole stereographic";"ESRI:102021";-2701236,641;1640206,952
"KGBartonS15";10;70;NA;1,48;4,49;15;10;75;"south pole stereographic";"ESRI:102021";-2701545,557;1639796,182
"KGBartonS15";5;10;NA;1,75;3;18;13;69;"south pole stereographic";"ESRI:102021";-2701545,557;1639796,182
"KGBartonS15";0;5;NA;12,76;5,31;17;21;62;"south pole stereographic";"ESRI:102021";-2701545,557;1639796,182
"KGBartonS16";7;25;NA;1,34;3,9;7;17;76;"south pole stereographic";"ESRI:102021";-2702925,397;1638756,072
"KGBartonS16";2;7;NA;5,71;4,22;13;23;64;"south pole stereographic";"ESRI:102021";-2702925,397;1638756,072
"KGBartonS16";0;2;NA;11,08;5,31;13;17;70;"south pole stereographic";"ESRI:102021";-2702925,397;1638756,072
"KGBartonS17";40;70;NA;4,17;5,38;12;25;63;"south pole stereographic";"ESRI:102021";-2702925,397;1638756,072
"KGBartonS17";10;40;NA;5,62;5,18;5;14;81;"south pole stereographic";"ESRI:102021";-2702925,397;1638756,072
"KGBartonS18";20;30;NA;4,03;5,43;14;32;54;"south pole stereographic";"ESRI:102021";-2702925,595;1638749,887
"KGBartonS18";0;20;NA;5,58;4,61;20;31;49;"south pole stereographic";"ESRI:102021";-2702925,595;1638749,887
"KGBartonS19";30;50;NA;8,73;5,5;17;31;52;"south pole stereographic";"ESRI:102021";-2702925,595;1638749,887
"KGBartonS19";0;30;NA;12,9;5,75;15;27;58;"south pole stereographic";"ESRI:102021";-2702925,595;1638749,887
"KGBartonS20";0;10;NA;16,46;4,82;15;13;72;"south pole stereographic";"ESRI:102021";-2701237,963;1640500,739
"KGBartonS21";5;15;NA;0,81;5,63;9;10;81;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";0;5;NA;1,75;5,79;10;14;76;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";15;20;NA;2,02;5,49;9;12;79;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";20;35;NA;3,49;5,96;15;18;67;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";50;60;NA;4,57;5,04;10;37;53;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";35;50;NA;7,79;5,95;17;28;55;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS21";60;100;NA;9,81;5,87;12;30;58;"south pole stereographic";"ESRI:102021";-2701580,767;1639845,388
"KGBartonS22";8;45;NA;3,36;4,62;20;31;49;"south pole stereographic";"ESRI:102021";-2702877,097;1638660,557
"KGBartonS22";45;50;NA;4,27;4,49;26;32;42;"south pole stereographic";"ESRI:102021";-2702877,097;1638660,557
"KGBartonS23";20;60;NA;1,07;3,78;17;24;59;"south pole stereographic";"ESRI:102021";-2702848,783;1638600,647
"KGBartonS23";5;20;NA;4,57;3,8;17;22;61;"south pole stereographic";"ESRI:102021";-2702848,783;1638600,647
"KGBartonS23";0;5;NA;8,19;4,12;19;22;59;"south pole stereographic";"ESRI:102021";-2702848,783;1638600,647
"KGBartonS24";60;75;NA;0,13;5,28;11;37;52;"south pole stereographic";"ESRI:102021";-2703422,334;1638905,823
"KGBartonS24";0;10;NA;0,54;7,22;10;42;48;"south pole stereographic";"ESRI:102021";-2703422,334;1638905,823
"KGBartonS24";20;30;NA;0,67;7,2;12;32;56;"south pole stereographic";"ESRI:102021";-2703422,334;1638905,823
"KGBartonS25";25;30;NA;0,67;7,85;9;49;42;"south pole stereographic";"ESRI:102021";-2703423,801;1638905,506
"KGBartonS25";70;75;NA;1,48;7,83;13;44;43;"south pole stereographic";"ESRI:102021";-2703423,801;1638905,506
"KGBartonS26";160;180;NA;0,13;2,92;13;35;52;"south pole stereographic";"ESRI:102021";-2704282,911;1641021,046
"KGBartonS26";142;160;NA;0,13;3,11;11;22;67;"south pole stereographic";"ESRI:102021";-2704282,911;1641021,046
"KGBartonS26";0;10;NA;0,13;4,26;20;37;43;"south pole stereographic";"ESRI:102021";-2704282,911;1641021,046
"KGBartonS26";10;20;NA;NA;3,88;4;5;91;"south pole stereographic";"ESRI:102021";-2704282,911;1641021,046
"KGBartonS27";0;20;NA;0,4;5,13;21;30;49;"south pole stereographic";"ESRI:102021";-2704466,139;1640554,47
"KGBartonS28";5;20;NA;0,13;6,05;13;35;52;"south pole stereographic";"ESRI:102021";-2704335,46;1639726,529
"KGBartonS28";0;5;NA;0,67;5,88;11;28;61;"south pole stereographic";"ESRI:102021";-2704335,46;1639726,529
"KGBartonS29";10;30;NA;4,03;6,58;14;30;56;"south pole stereographic";"ESRI:102021";-2703354,575;1639771,266
"KGBartonS29";5;10;NA;4,03;7,03;14;32;54;"south pole stereographic";"ESRI:102021";-2703354,575;1639771,266
"KGBartonS29";0;5;NA;4,7;6,2;16;29;55;"south pole stereographic";"ESRI:102021";-2703354,575;1639771,266
"KGBartonS30";0;5;NA;5,91;6,06;12;35;53;"south pole stereographic";"ESRI:102021";-2703354,575;1639771,266
"KGBartonS31";0;15;NA;1,34;5,53;7;22;71;"south pole stereographic";"ESRI:102021";-2704140,253;1638934,062
"KGBartonS31";15;40;NA;NA;6,2;7;34;59;"south pole stereographic";"ESRI:102021";-2704140,253;1638934,062
"KGFildesM01";10;25;NA;2,07;6,57;14;32;54;"south pole stereographic";"ESRI:102021";-2710646,213;1629890,863
"KGFildesM01";0;10;NA;2,55;6,26;15;22;63;"south pole stereographic";"ESRI:102021";-2710646,213;1629890,863
"KGFildesM02";10;20;NA;1,36;6,38;12;23;65;"south pole stereographic";"ESRI:102021";-2711457,293;1631762,505
"KGFildesM02";0;10;NA;4,9;6,17;12;28;60;"south pole stereographic";"ESRI:102021";-2711457,293;1631762,505
"KGFildesM03";10;20;NA;2;6,83;15;29;56;"south pole stereographic";"ESRI:102021";-2709278,242;1630729,46
"KGFildesM03";0;10;NA;3;6,36;15;21;64;"south pole stereographic";"ESRI:102021";-2709278,242;1630729,46
"KGFildesM04";15;50;NA;0,5;6,98;14;30;56;"south pole stereographic";"ESRI:102021";-2710006,425;1630404,268
"KGFildesM04";10;15;NA;0,5;6,62;13;21;66;"south pole stereographic";"ESRI:102021";-2710006,425;1630404,268
"KGFildesM04";50;55;NA;0,5;7,2;14;34;52;"south pole stereographic";"ESRI:102021";-2710006,425;1630404,268
"KGFildesM04";0;10;NA;0,7;6,62;13;14;73;"south pole stereographic";"ESRI:102021";-2710006,425;1630404,268
"KGFildesM05";80;100;NA;0,2;7,16;8;13;79;"south pole stereographic";"ESRI:102021";-2710792,637;1630779,142
"KGFildesM05";20;80;NA;0,7;7,14;18;34;48;"south pole stereographic";"ESRI:102021";-2710792,637;1630779,142
"KGFildesM05";0;20;NA;1,1;6,95;7;6;87;"south pole stereographic";"ESRI:102021";-2710792,637;1630779,142
